Event,Details,Gender,Day,Date,Start Time,End Time,Duration,Venue,Lat,Lon
Basketball,Preliminaries (2 games),Women,Sun,05 Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Preliminaries (2 games),Women,Sun,05 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Quarter-finals (2 games),Women,Tue,07 Aug,14:00,18:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Quarter-finals (2 games),Women,Tue,07 Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",,
Basketball,Semi-final,Women,Thur,09 Aug,21:00,23:00,2:00,"North Greenwich Arena, London",,
Basketball,Semi-final,Women,Thur,09 Aug,17:00,19:00,2:00,"North Greenwich Arena, London",,
Beach Volleyball,"Bronze medal match, gold medal match, victory ceremony",Men,Thur,09 Aug,19:00,22:30,3:30,"Horse Guards Parade, London",,
Beach Volleyball,Quarter-finals (2 matches),Men,Mon,06 Aug,18:00,19:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Quarter-finals (2 matches),Men,Mon,06 Aug,22:00,23:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,"Preliminaries (2 matches), lucky loser round (4 matches)",Men & Women,Thur,02 Aug,20:00,23:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sat,28 Jul,9:00,12:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sat,28 Jul,14:30,18:20,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sat,28 Jul,20:00,23:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sun,29 Jul,9:00,12:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sun,29 Jul,14:30,18:20,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sun,29 Jul,20:00,23:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Mon,30 Jul,9:00,12:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Mon,30 Jul,14:30,18:20,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Mon,30 Jul,20:00,23:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Tue,31 Jul,9:00,12:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Tue,31 Jul,14:30,18:20,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Tue,31 Jul,20:00,23:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Wed,01 Aug,9:00,12:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Wed,01 Aug,14:30,18:20,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Wed,01 Aug,20:00,23:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Thur,02 Aug,9:00,12:50,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Preliminaries (4 matches),Men & Women,Thur,02 Aug,14:30,18:20,3:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,03 Aug,9:00,10:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,03 Aug,13:00,14:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,03 Aug,17:00,18:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,03 Aug,21:00,22:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,04 Aug,9:00,10:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,04 Aug,13:00,14:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,04 Aug,17:00,18:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,04 Aug,21:00,22:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Semi-finals,Men & Women,Tue,07 Aug,17:00,18:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Semi-finals,Men & Women,Tue,07 Aug,21:00,23:50,2:50,"Horse Guards Parade, London",,
Beach Volleyball,"Bronze medal match, gold medal match, victory ceremony",Women,Wed,08 Aug,19:00,22:30,3:30,"Horse Guards Parade, London",,
Beach Volleyball,Quarter-finals (2 matches),Women,Sun,05 Aug,18:00,19:50,1:50,"Horse Guards Parade, London",,
Beach Volleyball,Quarter-finals (2 matches),Women,Sun,05 Aug,22:00,23:50,1:50,"Horse Guards Parade, London",,
Boxing,Bantam Weight (56kg): quarter-finals,Men,Sun,05 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Heavy Weight (91kg): quarter-finals,Men,Sun,05 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Bantam Weight (56kg): round of 16,Men,Wed,01 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Heavy Weight (91kg): round of 16,Men,Wed,01 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Super Heavy Weight (+91kg): round of 16,Men,Wed,01 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Bantam Weight (56kg): round of 16,Men,Wed,01 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Heavy Weight (91kg): round of 16,Men,Wed,01 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Super Heavy Weight (+91kg): round of 16,Men,Wed,01 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Bantam Weight (56kg): round of 32,Men,Sat,28 Jul,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): round of 32,Men,Sat,28 Jul,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,"Fly Weight (52kg): final, victory ceremony",Men,Sun,12 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,"Light Weight (60kg): final, victory ceremony",Men,Sun,12 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,"Welter Weight (69kg): final, victory ceremony",Men,Sun,12 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,"Light Heavy Weight (81kg): final, victory ceremony",Men,Sun,12 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,"Super Heavy Weight (+91kg): final, victory ceremony",Men,Sun,12 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Fly Weight (52kg): quarter-finals,Men,Tue,07 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Welter Weight (69kg): quarter-finals,Men,Tue,07 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Fly Weight (52kg): round of 16,Men,Fri,03 Aug,13:30,15:30,2:00,"ExCel, Docklands, London",,
Boxing,Welter Weight (69kg): round of 16,Men,Fri,03 Aug,13:30,15:30,2:00,"ExCel, Docklands, London",,
Boxing,Fly Weight (52kg): round of 16,Men,Fri,03 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Welter Weight (69kg): round of 16,Men,Fri,03 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Fly Weight (52kg): round of 32,Men,Mon,30 Jul,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Heavy Weight (81kg): round of 32,Men,Mon,30 Jul,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Fly Weight (52kg): round of 32,Men,Mon,30 Jul,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Heavy Weight (81kg): round of 32,Men,Mon,30 Jul,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Fly Weight (52kg): semi-finals,Men,Fri,10 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): semi-finals,Men,Fri,10 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Welter Weight (69kg): semi-finals,Men,Fri,10 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Heavy Weight (81kg): semi-finals,Men,Fri,10 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Super Heavy Weight (+91kg): semi-finals.,Men,Fri,10 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,"Light Fly Weight (49kg): final, victory ceremony",Men,Sat,11 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,"Bantam Weight (56kg): final, victory ceremony",Men,Sat,11 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,"Light Welter Weight (64kg): final, victory ceremony",Men,Sat,11 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,"Middle Weight (75kg): final, victory ceremony",Men,Sat,11 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,"Heavy Weight (91kg): final, victory ceremony",Men,Sat,11 Aug,20:30,23:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Fly Weight (49kg): quarter-finals,Men,Wed,08 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Welter Weight (64kg): quarter-finals,Men,Wed,08 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Heavy Weight (81kg): quarter-finals,Men,Wed,08 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Fly Weight (49kg): round of 16,Men,Sat,04 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Welter Weight (64kg): round of 16,Men,Sat,04 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Heavy Weight (81kg): round of 16,Men,Sat,04 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Fly Weight (49kg): round of 16,Men,Sat,04 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Welter Weight (64kg): round of 16,Men,Sat,04 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Heavy Weight (81kg): round of 16,Men,Sat,04 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Fly Weight (49kg): round of 32,Men,Tue,31 Jul,13:30,16:15,2:45,"ExCel, Docklands, London",,
Boxing,Light Welter Weight (64kg): round of 32,Men,Tue,31 Jul,13:30,16:15,2:45,"ExCel, Docklands, London",,
Boxing,Light Fly Weight (49kg): round of 32,Men,Tue,31 Jul,20:30,23:15,2:45,"ExCel, Docklands, London",,
Boxing,Light Welter Weight (64kg): round of 32,Men,Tue,31 Jul,20:30,23:15,2:45,"ExCel, Docklands, London",,
Boxing,Light Fly Weight (49kg): semi-finals,Men,Fri,10 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Bantam Weight (56kg): semi-finals,Men,Fri,10 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Welter Weight (64kg): semi-finals,Men,Fri,10 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): semi-finals,Men,Fri,10 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Heavy Weight (91kg): semi-finals,Men,Fri,10 Aug,13:30,16:00,2:30,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): quarter-finals,Men,Mon,06 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): quarter-finals,Men,Mon,06 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Super Heavy Weight (+91kg): quarter-finals,Men,Mon,06 Aug,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): round of 16,Men,Thur,02 Aug,13:30,15:30,2:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): round of 16,Men,Thur,02 Aug,13:30,15:30,2:00,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): round of 16,Men,Thur,02 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): round of 16,Men,Thur,02 Aug,20:30,22:30,2:00,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): round of 32,Men,Sun,29 Jul,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Welter Weight (69kg): round of 32,Men,Sun,29 Jul,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): round of 32,Men,Sun,29 Jul,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Welter Weight (69kg): round of 32,Men,Sun,29 Jul,20:30,23:30,3:00,"ExCel, Docklands, London",,
Boxing,Bantam Weight (56kg): round of 32,Men,Sat,28 Jul,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): round of 32,Men,Sat,28 Jul,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,"Fly Weight (51kg): final, victory ceremony",Women,Thur,09 Aug,16:30,18:00,1:30,"ExCel, Docklands, London",,
Boxing,"Light Weight (60kg): final, victory ceremony",Women,Thur,09 Aug,16:30,18:00,1:30,"ExCel, Docklands, London",,
Boxing,"Middle Weight (75kg): final, victory ceremony",Women,Thur,09 Aug,16:30,18:00,1:30,"ExCel, Docklands, London",,
Boxing,Fly Weight (51kg): quarter-finals,Women,Mon,06 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): quarter-finals,Women,Mon,06 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): quarter-finals,Women,Mon,06 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Fly Weight (51kg): round of 16,Women,Sun,05 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): round of 16,Women,Sun,05 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): round of 16,Women,Sun,05 Aug,13:30,16:30,3:00,"ExCel, Docklands, London",,
Boxing,Fly Weight (51kg): semi-finals,Women,Wed,08 Aug,13:30,15:00,1:30,"ExCel, Docklands, London",,
Boxing,Light Weight (60kg): semi-finals,Women,Wed,08 Aug,13:30,15:00,1:30,"ExCel, Docklands, London",,
Boxing,Middle Weight (75kg): semi-finals,Women,Wed,08 Aug,13:30,15:00,1:30,"ExCel, Docklands, London",,
Canoe Slalom,Canoe Double (C2): heats,Men,Mon,30 Jul,13:30,17:30,4:00,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,Kayak (K1): heats,Women,Mon,30 Jul,13:30,17:30,4:00,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,"Canoe Double (C2): semi-final, final, victory ceremony",Men,Thur,02 Aug,13:30,17:00,3:30,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,"Kayak (K1): semi-final, final, victory ceremony",Women,Thur,02 Aug,13:30,17:00,3:30,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,Canoe Single (C1): heats,Men,Sun,29 Jul,13:30,17:40,4:10,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,Kayak (K1): heats,Men,Sun,29 Jul,13:30,17:40,4:10,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,"Canoe Single (C1): semi-final, final, victory ceremony",Men,Tue,31 Jul,13:30,15:50,2:20,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Slalom,"Kayak (K1): semi-final, final, victory ceremony",Men,Wed,01 Aug,13:30,16:05,2:35,"Lee Valley White Water Centre, Hertfordshire ",,
Canoe Sprint,"Canoe Double (C2) 1000m: final, victory ceremony",Men,Thur,09 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Four (K4) 1000m: final, victory ceremony",Men,Thur,09 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 500m: final, victory ceremony",Women,Thur,09 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Double (K2) 500m: final, victory ceremony",Women,Thur,09 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Canoe Double (C2) 1000m: heats, semi-final",Men,Tue,07 Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Four (K4) 1000m: heats, semi-final",Men,Tue,07 Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 500m: heats, semi-finals",Women,Tue,07 Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Double (K2) 500m: heats, semi-final",Women,Tue,07 Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Canoe Single (C1) 1000m: final, victory ceremony",Men,Wed,08 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 1000m: final, victory ceremony",Men,Wed,08 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Double (K2) 1000m: final, victory ceremony",Men,Wed,08 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Four (K4) 500m: final, victory ceremony",Women,Wed,08 Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Canoe Single (C1) 1000m: heats, semi-finals",Men,Mon,06 Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 1000m: heats, semi-finals",Men,Mon,06 Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Double (K2) 1000m: heats, semi-final",Men,Mon,06 Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Four (K4) 500m: heats, semi-final",Women,Mon,06 Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Canoe Single (C1) 200m: final, victory ceremony",Men,Sat,11 Aug,9:30,11:20,1:50,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 200m: final, victory ceremony",Men,Sat,11 Aug,9:30,11:20,1:50,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Double (K2) 200m: final, victory ceremony",Men,Sat,11 Aug,9:30,11:20,1:50,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 200m: final, victory ceremony",Women,Sat,11 Aug,9:30,11:20,1:50,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Canoe Single (C1) 200m: heats, semi-finals",Men,Fri,10 Aug,9:30,11:55,2:25,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 200m: heats, semi-finals",Men,Fri,10 Aug,9:30,11:55,2:25,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Double (K2) 200m: heats, semi-final",Men,Fri,10 Aug,9:30,11:55,2:25,"Eton Dorney, Buckinghamshire ",,
Canoe Sprint,"Kayak Single (K1) 200m: heats, semi-finals",Women,Fri,10 Aug,9:30,11:55,2:25,"Eton Dorney, Buckinghamshire ",,
Closing ceremony,Closing ceremony,Not Applicable,Sun,12 Aug,19:30,22:30,3:00,"Olympic Stadium, Stratford, London",,
Cycling - BMX,Quarter-finals,Men,Thur,09 Aug,15:00,17:00,2:00,"BMX circuit, Olympic Park, Stratford, London",,
Cycling - BMX,Seeding phase runs,Men & Women,Wed,08 Aug,15:00,16:30,1:30,"BMX circuit, Olympic Park, Stratford, London",,
Cycling - BMX,"Semi-finals, final, victory ceremony",Men & Women,Fri,10 Aug,15:00,17:20,2:20,"BMX circuit, Olympic Park, Stratford, London",,
Cycling - Road,"Individual Time Trial, victory ceremony",Men,Wed,01 Aug,13:00,16:15,3:15,"The Mall, London",,
Cycling - Road,"Road Race, victory ceremony",Men,Sat,28 Jul,10:00,16:15,6:15,"The Mall, London",,
Cycling - Road,"Individual Time Trial, victory ceremony",Women,Wed,01 Aug,10:00,11:30,1:30,"The Mall, London",,
Cycling - Road,"Road Race, victory ceremony",Women,Sun,29 Jul,12:00,16:15,4:15,"The Mall, London",,
Cycling (Mountain Bike),"Cross-Country: race, victory ceremony",Men,Sun,12 Aug,13:30,15:30,2:00,"Hadleigh Farm, Essex ",,
Cycling (Mountain Bike),"Cross-Country: race, victory ceremony",Women,Sat,11 Aug,12:30,14:30,2:00,"Hadleigh Farm, Essex ",,
Cycling (Track),Keirin: round 1 & repechages,Men,Tue,07 Aug,10:00,11:00,1:00,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),Omnium: 3km individual pursuit,Men,Tue,07 Aug,10:00,11:00,1:00,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Keirin: round 2, finals, victory ceremony",Men,Tue,07 Aug,16:00,18:30,2:30,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Omnium: 10km scratch race, 500m time trial, victory ceremony",Women,Tue,07 Aug,16:00,18:30,2:30,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: semi-finals, finals, victory ceremony",Women,Tue,07 Aug,16:00,18:30,2:30,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Omnium: 15km scratch race, 1km time trial, victory ceremony",Men,Sun,05 Aug,16:00,19:05,3:05,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: quarter-finals, race for 5th-8th places",Men,Sun,05 Aug,16:00,19:05,3:05,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: 1/16 finals & repechages, 1/8 finals & repechages, race for 9th-12th places",Women,Sun,05 Aug,16:00,19:05,3:05,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Omnium: 30km points race, elimination race",Men,Sat,04 Aug,16:00,18:40,2:40,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: 1/16 finals repechages, 1/8 finals & repechages, race for 9th-12th places",Men,Sat,04 Aug,16:00,18:40,2:40,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Team Pursuit: round 1, finals, victory ceremony",Women,Sat,04 Aug,16:00,18:40,2:40,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),Omnium: 4km individual pursuit,Men,Sun,05 Aug,10:00,11:00,1:00,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),Sprint: qualifying,Women,Sun,05 Aug,10:00,11:00,1:00,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),Omnium: flying lap,Men,Sat,04 Aug,10:00,11:00,1:00,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: qualifying, 1/16 finals",Men,Sat,04 Aug,10:00,11:00,1:00,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: semi-finals, finals, victory ceremony",Men,Mon,06 Aug,16:00,18:55,2:55,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Omnium: flying lap, 20km points race, elimination race",Women,Mon,06 Aug,16:00,18:55,2:55,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Sprint: quarter-finals, race for 5th-8th places",Women,Mon,06 Aug,16:00,18:55,2:55,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),Team Pursuit: qualifying,Men,Thur,02 Aug,16:00,18:30,2:30,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Team Sprint: qualifying, semi-finals, finals, victory ceremony",Men,Thur,02 Aug,16:00,18:30,2:30,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Team Sprint: qualifying, semi-finals, finals, victory ceremony",Women,Thur,02 Aug,16:00,18:30,2:30,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Team Pursuit: round 1, finals, victory ceremony",Men,Fri,03 Aug,16:00,18:55,2:55,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),"Keirin: round 1 & repechages, round 2, finals, victory ceremony",Women,Fri,03 Aug,16:00,18:55,2:55,"Velodrome, Olympic Park, Stratford, London",,
Cycling (Track),Team Pursuit: qualifying,Women,Fri,03 Aug,16:00,18:55,2:55,"Velodrome, Olympic Park, Stratford, London",,
Diving,"10m Platform: final, victory ceremony",Men,Sat,11 Aug,20:30,22:10,1:40,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,10m Platform: preliminaries,Men,Fri,10 Aug,19:00,22:45,3:45,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,10m Platform: semi-final,Men,Sat,11 Aug,10:00,11:50,1:50,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"3m Springboard: final, victory ceremony",Men,Tue,07 Aug,19:00,21:00,2:00,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,3m Springboard: preliminaries,Men,Mon,06 Aug,19:00,22:30,3:30,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,3m Springboard: semi-final,Men,Tue,07 Aug,10:00,11:50,1:50,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"Synchronised 10m Platform: final, victory ceremony",Men,Mon,30 Jul,15:00,16:15,1:15,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"Synchronised 3m Springboard: final, victory ceremony",Men,Wed,01 Aug,15:00,16:15,1:15,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,3m Springboard: preliminaries,Women,Fri,03 Aug,14:30,17:30,3:00,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"10m Platform: final, victory ceremony",Women,Thur,09 Aug,19:00,20:30,1:30,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,10m Platform: preliminaries,Women,Wed,08 Aug,19:00,22:10,3:10,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,10m Platform: semi-final,Women,Thur,09 Aug,10:00,11:30,1:30,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"3m Springboard: final, victory ceremony",Women,Sun,05 Aug,19:00,20:30,1:30,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,3m Springboard: semi-final,Women,Sat,04 Aug,14:30,16:10,1:40,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"Synchronised 10m Platform: final, victory ceremony",Women,Tue,31 Jul,15:00,16:10,1:10,"Aquatics Centre, Olympic Park, Stratford, London",,
Diving,"Synchronised 3m Springboard: final, victory ceremony",Women,Sun,29 Jul,15:00,16:10,1:10,"Aquatics Centre, Olympic Park, Stratford, London",,
Equestrian - Dressage,Dressage: MEN + WOMEN - Team Dressage: day 1,Women,Thur,02 Aug,11:00,15:30,4:30,"Greenwich Park, London",,
Equestrian - Dressage,Dressage: MEN + WOMEN - Team Dressage: day 2,Women,Fri,03 Aug,11:00,15:30,4:30,"Greenwich Park, London",,
Equestrian - Dressage,"Dressage: MEN + WOMEN - Team Dressage: finals, victory ceremony",Women,Tue,07 Aug,10:00,16:15,6:15,"Greenwich Park, London",,
